bike_route_name,street_name,bikeway_type,subtype,status,surface_type,snow_removal,segment_length,latitude,longitude,Province
Burnaby,Burnaby,Local Street,,Active,Paved,No,,49.28038003043702,-123.1333415,BC
Dunbar,Dunbar,Shared Lanes,,Active,Paved,Yes,,49.23100230468173,-123.185425,BC
Cassiar,Cassiar,Local Street,,Active,Paved,No,,49.28372563468197,-123.0308738,BC
Seaside,Stanley Park Drive,Protected Bike Lanes,SL,Active,Paved,Yes,,49.29305554002923,-123.1481139,BC
67th Ave,W 67th Ave,Local Street,,Active,Paved,No,,49.21068188159394,-123.1270623,BC
45th Ave,W 45th Ave,Local Street,,Active,Paved,No,,49.23060630993906,-123.1395143,BC
Melville/Dunsmuir,Melville,Painted Lanes,NB,Active,Paved,Yes,,49.28837231467251,-123.1249565,BC
Hillcrest,E 30th Ave,Local Street,,Active,Paved,No,,49.24332041200437,-123.1034741,BC
Seaside Bypass,Fir,Local Street,,Active,Paved,No,,49.27054372648327,-123.1411061,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.259591262491575,-123.1050424,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.27351756557579,-123.0618088,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.26256226666495,-123.1198981,BC
Hillcrest,E 29th Ave,Local Street,,Active,Paved,No,,49.24457485586163,-123.0772485,BC
Cardero,Cardero,Local Street,,Active,Paved,No,,49.28926617530783,-123.1325549,BC
Stanley Park,N Lagoon Dr,Shared Lanes,,Active,Paved,No,,49.29592086537025,-123.1481133,BC
Masumi Mitsui Greenway,Muirfield Drive,Local Street,,Active,Paved,Yes,,49.21737171486997,-123.0554856,BC
Stanley Park Causeway,Stanley Park Causeway,Protected Bike Lanes,R,Active,Paved,No,,49.30533208259423,-123.1426615,BC
Midtown,W 39th Ave,Local Street,,Active,Paved,No,,49.23645647571582,-123.1916445,BC
Mosaic,McLean Drive,Local Street,,Active,Paved,Yes,,49.28096675309035,-123.0740872,BC
Kerr,Kerr,Painted Lanes,NB,Active,Paved,Yes,,49.22403696413311,-123.0410844,BC
Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Paved,No,,49.23850474985154,-123.1669065,BC
Portside,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.28820633664014,-123.0366445,BC
Ridgeway,E 45th Ave,Local Street,,Active,Paved,No,,49.229252704475094,-123.0302092,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.23048694510959,-123.1758515,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.26660025722304,-123.0619428,BC
29th Ave,Eddington Drive,Local Street,,Active,Paved,No,,49.24512908269543,-123.1609207,BC
Off-Broadway,W 7th Ave,Local Street,,Active,Paved,No,,49.265113175244835,-123.1238682,BC
Adanac,Union,Local Street,,Active,Paved,Yes,,49.27753598200655,-123.092615,BC
Valley,Valley Drive,Local Street,,Active,Paved,No,,49.25569387603511,-123.1636056,BC
45th Ave,E 45th Ave,Local Street,,Active,Paved,No,,49.22913144,-123.0882467,BC
Cambie,Cambie,Protected Bike Lanes,R,Active,Paved,Yes,,49.21738489105011,-123.1168369,BC
BC Parkway,Off Street,Protected Bike Lanes,SL,Active,Paved,No,,49.24842762,-123.0564149,BC
Sunrise,Slocan,Local Street,,Active,Paved,No,,49.272523662084254,-123.0494174,BC
Pacific,Pacific St,Protected Bike Lanes,R,Active,Paved,Yes,,49.27615468393964,-123.1311045,BC
Cambie Bridge,Cambie Bridge,Protected Bike Lanes,R,Active,Paved,Yes,,49.27400620732557,-123.1146382,BC
45th Ave,E 45th Ave,Local Street,,Active,Paved,No,,49.229303137443054,-123.0979319,BC
10th Ave,W 10th Ave,Local Street,,Active,Paved,Yes,,49.262497841036776,-123.1302082,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.24730027029564,-123.105053,BC
63rd Ave,W 63rd Ave,Local Street,,Active,Paved,Yes,,49.213183901112366,-123.11562,BC
Cypress,Angus Drive,Local Street,,Active,Paved,No,,49.24990345611735,-123.1460441,BC
Cambie Bridge,W 2nd Ave,Protected Bike Lanes,R,Active,Paved,Yes,,49.266218735017475,-123.1157339,BC
Masumi Mitsui Greenway,E 59th Ave,Local Street,,Active,Paved,No,,49.21640126483987,-123.0789473,BC
Expo,Expo Blvd,Painted Lanes,NB,Active,Paved,No,,49.274817992815045,-123.1160363,BC
Quebec,Quebec,Painted Lanes,NB,Active,Paved,Yes,,49.274044249454235,-123.1017648,BC
Gladstone,Gladstone,Local Street,,Active,Paved,No,,49.242102559994976,-123.0628043,BC
Ontario,Ontario,Protected Bike Lanes,SL,Active,Paved,Yes,,49.22456774699472,-123.1059984,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.26193542417599,-123.0620322,BC
Blanca,Blanca,Painted Lanes,PBT,Active,Paved,Yes,,49.25951977879305,-123.2153709,BC
Masumi Mitsui Greenway,E 59th Ave,Local Street,,Active,Paved,No,,49.216647155946646,-123.0974416,BC
45th Ave,W 46th Ave,Local Street,,Active,Paved,No,,49.22917512337581,-123.1245799,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.26625572614925,-123.1047608,BC
4th Ave,W 4th Ave,Painted Lanes,NB,Active,Paved,Yes,,49.26903446322714,-123.2104321,BC
3rd Ave,W 3rd Ave,Local Street,,Active,Paved,No,,49.26934298615761,-123.1747552,BC
Blanca,Blanca,Painted Lanes,PBT,Active,Paved,Yes,,49.26232319626111,-123.2152695,BC
Cypress,Cypress,Local Street,,Active,Paved,No,,49.26068711657028,-123.1482422,BC
Cypress,Cypress,Protected Bike Lanes,SL,Active,Paved,Yes,,49.26959705838244,-123.1479097,BC
Alexander,Hawks,Local Street,,Active,Paved,Yes,,49.28348206997485,-123.0870558,BC
Pandora,PANDORA ST,Local Street,,Active,Paved,No,,49.28300990381949,-123.0607003,BC
Seaside,Point Grey Rd,Protected Bike Lanes,R,Active,Paved,Yes,,49.27122700848094,-123.1686985,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.20885224350475,-123.1241836,BC
Sunrise,Slocan,Local Street,,Active,Paved,No,,49.25214930607889,-123.0495904,BC
King Edward,W King Edward,Painted Lanes,PBP,Active,Paved,Yes,,49.249413113020694,-123.1703723,BC
Columbia,Columbia,Local Street,,Active,Paved,No,,49.26679381087428,-123.1094318,BC
Cardero,Cardero,Local Street,,Active,Paved,No,,49.28504210310421,-123.1389304,BC
Pacific,Pacific St,Protected Bike Lanes,R,Active,Paved,Yes,,49.27762176034696,-123.1333781,BC
Pacific,Pacific St,Protected Bike Lanes,R,Active,Paved,Yes,,49.27646826,-123.1315905,BC
Keefer,Keefer,Local Street,,Active,Paved,No,,49.27934680522443,-123.092541,BC
Dumfries,Dumfries,Protected Bike Lanes,OSB,Active,Paved,No,,49.248719085678495,-123.073353,BC
Knight St Bridge,Knight St Bridge On Ramp,Protected Bike Lanes,OSS,Active,Paved,No,,49.20992388142675,-123.0780533,BC
Highbury,Highbury,Local Street,,Active,Paved,No,,49.26888342140099,-123.187609,BC
Midtown,E 29th Ave,Shared Lanes,,Active,Paved,Yes,,49.244523140697446,-123.027603,BC
45th Ave,E 45th Ave,Local Street,,Active,Paved,No,,49.22918794934981,-123.0909856,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.25492240060254,-123.1050309,BC
Valley,Trafalgar,Local Street,,Active,Paved,No,,49.259420503463545,-123.1648366,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.26483509,-123.1739522,BC
Seaside,Stanley Park Drive,Protected Bike Lanes,R,Active,Paved,Yes,,49.29127957765671,-123.1477461,BC
Valley,Trafalgar,Local Street,,Active,Paved,No,,49.258051146798046,-123.1648852,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.221376957372655,-123.1237521,BC
Masumi Mitsui Greenway,W 59th Ave,Local Street,,Active,Paved,No,,49.21734531425419,-123.1376754,BC
Cypress,Cypress,Local Street,,Active,Paved,Yes,,49.26642760536763,-123.1480288,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.241971057342056,-123.1206173,BC
Cypress,Adera,Local Street,,Active,Paved,No,,49.21243328,-123.1435589,BC
Neon,Neon St,Protected Bike Lanes,R,Active,Paved,Yes,,49.275460750037965,-123.1282346,BC
Inverness,Inverness,Local Street,,Active,Paved,No,,49.21793455,-123.0800726,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.27690694125937,-123.0617477,BC
Windsor,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.230918219847005,-123.0837055,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.23906371456261,-123.0969774,BC
Cambie,Cambie,Painted Lanes,NB,Active,Paved,Yes,,49.24435370259236,-123.1163564,BC
14th Ave,W 14th Ave,Local Street,,Active,Paved,No,,49.25900909300542,-123.1447493,BC
Valley,Trafalgar,Local Street,,Active,Paved,No,,49.258963761482576,-123.1648528,BC
Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Paved,No,,49.237664646904165,-123.1281711,BC
29th Ave,Nanton,Local Street,,Active,Paved,No,,49.246349328381655,-123.1301081,BC
Homer,Homer,Painted Lanes,NB,Active,Paved,Yes,,49.27472397205496,-123.1240634,BC
Burrard,Burrard,Protected Bike Lanes,SL,Active,Paved,Yes,,49.26956173803518,-123.145564,BC
Adanac,Adanac,Local Street,,Active,Paved,Yes,,49.27743851843562,-123.031009,BC
Pandora,PANDORA ST,Local Street,,Active,Paved,No,,49.28307577776266,-123.0692884,BC
Burrard,Burrard,Protected Bike Lanes,SL,Active,Paved,Yes,,49.26912109986786,-123.1455991,BC
BC Parkway,E 29th Ave,Shared Lanes,,Active,Paved,Yes,,49.244622794793216,-123.0506975,BC
Hillcrest,E 31st Ave,Local Street,,Active,Paved,No,,49.24252332095936,-123.0850006,BC
Hornby,W Hastings,Protected Bike Lanes,SL,Active,Paved,Yes,,49.287009465254755,-123.1166459,BC
Cambie,Cambie,Painted Lanes,NB,Active,Paved,Yes,,49.21437423726595,-123.116946,BC
45th Ave,W 45th Ave,Local Street,,Active,Paved,No,,49.23101690800166,-123.1670072,BC
Drake,Drake,Protected Bike Lanes,R,Active,Paved,No,,49.277695370312216,-123.1302652,BC
King Edward,W King Edward,Painted Lanes,PBP,Active,Paved,Yes,,49.24808325529935,-123.1666362,BC
Dumfries,Dumfries,Local Street,,Active,Paved,No,,49.25102080561685,-123.0733014,BC
Sunrise,Vivian Drive,Local Street,,Active,Paved,No,,49.21891867448021,-123.050556,BC
Mosaic,Woodland Drive,Local Street,,Active,Paved,No,,49.25936515040171,-123.0736899,BC
Ridgeway,Discovery,Local Street,,Active,Paved,No,,49.25942172102707,-123.2031729,BC
Off-Broadway,Scotia,Local Street,,Active,Paved,No,,49.26614852105745,-123.0988228,BC
Ridgeway,Camosun,Local Street,,Active,Paved,No,,49.25838026180979,-123.1971267,BC
Seaside,Service,Protected Bike Lanes,OSS,Active,,No,,49.27413275,-123.1530571,BC
Heather/Cambie Connection,W 64th Ave,Local Street,,Active,Paved,No,,49.21231934542068,-123.1175687,BC
BC Parkway,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.23897014662238,-123.0335675,BC
Ontario,Ontario,Protected Bike Lanes,,Active,Paved,Yes,,49.26958256059423,-123.1046227,BC
4th Ave,W 4th Ave,Painted Lanes,NB,Active,Paved,Yes,,49.26840841790404,-123.2036489,BC
Cypress,Cypress,Local Street,,Active,Paved,No,,49.27599583700367,-123.14767,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.23960495630109,-123.1206967,BC
Arbutus Greenway,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.21810351157136,-123.1494158,BC
Keefer,Keefer,Local Street,,Active,Paved,No,,49.27940927415348,-123.0958392,BC
Mosaic,Woodland Drive,Local Street,,Active,Paved,Yes,,49.26861285337203,-123.0735112,BC
Yukon,W 4th Ave,Painted Lanes,PBP,Active,Paved,Yes,,49.26504690569779,-123.1128174,BC
Beach,Beach Crescent,Protected Bike Lanes,OSB,Active,Paved,No,,49.27130645,-123.1264975,BC
Cypress,Cypress,Local Street,,Active,Paved,No,,49.256168134198134,-123.1484071,BC
Yukon,Yukon,Painted Lanes,NB,Active,Paved,Yes,,49.26106963504659,-123.1129788,BC
Sunrise,Earles,Local Street,,Active,Paved,No,,49.23271044968131,-123.0487761,BC
Cambie Bridge,W 2nd Ave,Protected Bike Lanes,R,Active,Paved,Yes,,49.265924954313355,-123.1167641,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.27470498971441,-123.0617853,BC
Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Paved,No,,49.237083339050656,-123.1138715,BC
Adanac,Adanac,Local Street,,Active,Paved,Yes,,49.27749845620917,-123.0607776,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.25802858021095,-123.1741977,BC
Mosaic,Woodland Drive,Local Street,,Active,Paved,Yes,,49.27031078089359,-123.073479,BC
Central Valley,Grandview Hwy North,Protected Bike Lanes,SL,Active,Paved,Yes,,49.26252977614606,-123.0667393,BC
Off-Broadway,E 7th Ave,Local Street,,Active,Paved,No,,49.264224299917686,-123.076173,BC
Cypress,Cypress,Local Street,,Active,Paved,No,,49.27452011699414,-123.147725,BC
Midtown/Ridgeway,E 37th Ave,Local Street,,Active,Paved,No,,49.236503981089086,-123.0866492,BC
Ridgeway,Narvaez Drive,Local Street,,Active,Paved,No,,49.24385518,-123.1621874,BC
Valley,Trafalgar,Local Street,,Active,Paved,Yes,,49.26469040576642,-123.1646472,BC
Cypress,Angus Drive,Local Street,,Active,Paved,No,,49.219569023096334,-123.148241,BC
Yukon,Yukon,Local Street,,Active,Paved,No,,49.24549694975739,-123.1123429,BC
Dunbar,Dunbar,Painted Lanes,NB,Active,Paved,Yes,,49.23904968190381,-123.1852913,BC
Ridgeway,E 45th Ave,Local Street,,Active,Paved,Yes,,49.22938947571705,-123.0559542,BC
Hornby,Hornby,Protected Bike Lanes,SL,Active,Paved,Yes,,49.28187650843675,-123.1229358,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.21271073,-123.124049,BC
Masumi Mitsui Greenway,W 59th Ave,Local Street,,Active,Paved,No,,49.21765551,-123.1423663,BC
Cambie,Cambie,Protected Bike Lanes,SL,Active,Paved,Yes,,49.281043657021456,-123.1106688,BC
Mosaic,Woodland Drive,Local Street,,Active,Paved,Yes,,49.263073860691975,-123.0736186,BC
Cambie,Cambie,Painted Lanes,NB,Active,Paved,Yes,,49.223398782670216,-123.1165993,BC
Pacific,Pacific St,Protected Bike Lanes,R,Active,Paved,Yes,,49.27461068027131,-123.1287893,BC
Dumfries,E 15th Ave,Local Street,,Active,Paved,No,,49.256485986317514,-123.0729613,BC
Mosaic,Woodland Drive,Local Street,,Active,Paved,Yes,,49.27076279,-123.0734701,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.264419255746866,-123.1198304,BC
Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Paved,No,,49.237293277372586,-123.1173625,BC
BC Parkway,Vanness,Local Street,,Active,Paved,No,,49.24319729623595,-123.0438889,BC
Cypress,Cypress,Local Street,,Active,Paved,Yes,,49.26444623640618,-123.1481033,BC
Dunbar,Dunbar,Shared Lanes,,Active,Paved,Yes,,49.24977575295575,-123.1852014,BC
SW Marine,SW Marine Drive,Painted Lanes,PBT,Active,Paved,Yes,,49.20921403224935,-123.1484371,BC
Windsor,Windsor,Local Street,,Active,Paved,No,,49.25638724014527,-123.0836058,BC
Thurlow,Thurlow,Painted Lanes,PBT,Active,Paved,No,,49.278133411672826,-123.134598,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.21436243355865,-123.1239915,BC
Seaside,Off Street,Protected Bike Lanes,OSB,Active,Paved,No,,49.29534954266097,-123.1496328,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.23189780621514,-123.0972599,BC
Stephens,Stephens,Local Street,,Active,Paved,No,,49.27162147,-123.1662492,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.25078963398174,-123.1756761,BC
Cardero,Cardero,Local Street,,Active,Paved,No,,49.288914250602275,-123.1330865,BC
Inverness,Inverness,Local Street,,Active,Paved,No,,49.22758237059834,-123.0799784,BC
Central Valley,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.261692638128665,-123.0646527,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.26806384462001,-123.1046859,BC
Cypress,Cypress,Local Street,,Active,Paved,No,,49.262556007791545,-123.1481725,BC
Off-Broadway,W 8th Ave,Local Street,,Active,Paved,Yes,,49.26516142689539,-123.1813745,BC
Sunrise,Elliott,Local Street,,Active,Paved,Yes,,49.20902282062605,-123.0559005,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.22090189279646,-123.0976482,BC
SW Marine,SW Marine Drive,Painted Lanes,PBT,Active,Paved,Yes,,49.23197400236145,-123.1890172,BC
BC Parkway,Trout Lake Parking,Local Street,,Active,Paved,No,,49.25302960135221,-123.0599336,BC
45th Ave,W 45th Ave,Local Street,,Active,Paved,No,,49.23066389980892,-123.1429572,BC
Off-Broadway,W 7th Ave,Local Street,,Active,Paved,No,,49.26535273391344,-123.1388475,BC
14th Ave,W 14th Ave,Local Street,,Active,Paved,No,,49.25881481652802,-123.1327165,BC
Hastings Park,Off Street,Protected Bike Lanes,SL,Active,Paved,No,,49.28468823697539,-123.0432758,BC
Off-Broadway,W 7th Ave,Painted Lanes,NB,Active,Paved,Yes,,49.26483907672498,-123.1137945,BC
Heather,Willow,Local Street,,Active,Paved,No,,49.229817158403925,-123.123374,BC
Burrard,Burrard,Painted Lanes,NB,Active,Paved,Yes,,49.28136450002101,-123.1257283,BC
Central Valley,Off Street,Protected Bike Lanes,OSS,Active,Paved,Yes,,49.26520662370381,-123.0803446,BC
Cambie,Cambie,Painted Lanes,NB,Active,Paved,Yes,,49.21077611357271,-123.1170858,BC
Ridgeway,E 45th Ave,Local Street,,Active,Paved,Yes,,49.229387406017366,-123.0553991,BC
Central Valley,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.26199080054776,-123.0653959,BC
41st Ave,W 41st Ave,Protected Bike Lanes,R,Active,Paved,Yes,,49.23374263832467,-123.1219744,BC
Stephens,Stephens,Local Street,,Active,Paved,No,,49.26990690313774,-123.1663084,BC
Heather/Cambie Connection,W 64th Ave,Local Street,,Active,Paved,No,,49.21238015457763,-123.1205223,BC
Canada Line Bridge,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.20449262522073,-123.1174958,BC
Seaside,Off Street,Protected Bike Lanes,OSB,Active,Paved,No,,49.300637875622535,-123.1559744,BC
3rd Ave,W 3rd Ave,Local Street,,Active,Paved,No,,49.26937385428278,-123.1766888,BC
Lorne,LORNE ST,Protected Bike Lanes,R,Active,Paved,No,,49.26907021429319,-123.099026,BC
Hillcrest,E 30th Ave,Local Street,,Active,Paved,No,,49.24329048559282,-123.1016609,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.25587729186907,-123.1201231,BC
Richards,Richards,Protected Bike Lanes,R,Active,Paved,Yes,,49.27956750328721,-123.118662,BC
Blanca,Blanca,Painted Lanes,PBT,Active,Paved,Yes,,49.26546159603325,-123.2151564,BC
Cambie,Cambie,Protected Bike Lanes,R,Active,Paved,Yes,,49.23101106567031,-123.1162941,BC
York,York Ave,Local Street,,Active,Paved,No,,49.271905628748414,-123.1659739,BC
Ontario,Ontario,Protected Bike Lanes,OSS,Active,Paved,Yes,,49.27054346,-123.1046185,BC
Arbutus Greenway,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.227511633130646,-123.1550037,BC
67th Ave,W 67th Ave,Local Street,,Active,Paved,No,,49.210672242845625,-123.1263738,BC
Sunrise,Vivian St,Local Street,,Active,Paved,No,,49.229129863305225,-123.0500925,BC
67th Ave,W 67th Ave,Local Street,,Active,Paved,No,,49.210845972882474,-123.138105,BC
Seaside Bypass,Whyte,Local Street,,Active,Paved,No,,49.27544978558857,-123.1434619,BC
Kerr,Kerr,Painted Lanes,NB,Active,Paved,Yes,,49.22380147299846,-123.0410971,BC
Balaclava,Carnarvon,Local Street,,Active,Paved,No,,49.24445992,-123.1729764,BC
Burrard,Burrard,Painted Lanes,NB,Active,Paved,Yes,,49.280662136879215,-123.12679,BC
Pender,Pender,Shared Lanes,,Active,Paved,Yes,,49.289215709430195,-123.126163,BC
East Side Cross Cut,Lillooet St,Local Street,,Active,Paved,No,,49.27693023526639,-123.0388761,BC
Wales Duchess,Wales,Local Street,,Active,Paved,No,,49.23200840491242,-123.0516584,BC
Arbutus Greenway,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.26123407705838,-123.1524705,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.26305778299299,-123.1740163,BC
Balaclava,Carnarvon,Local Street,,Active,Paved,No,,49.23971651483233,-123.1730213,BC
Columbia,Columbia,Local Street,,Active,Paved,No,,49.267245545245785,-123.1094293,BC
Adanac,Adanac,Local Street,,Active,Paved,Yes,,49.27751689492423,-123.0665162,BC
Dumfries,Dumfries,Local Street,,Active,Paved,No,,49.2323494,-123.0742805,BC
Masumi Mitsui Greenway,Lynbrook Drive,Local Street,,Active,Paved,No,,49.21711877026569,-123.0540966,BC
Off-Broadway,Yew,Local Street,,Active,Paved,No,,49.26313106275245,-123.1553251,BC
Valley,Trafalgar,Local Street,,Active,Paved,No,,49.262452083524174,-123.1647286,BC
45th Ave,E 47th Ave,Local Street,,Active,Paved,No,,49.22715516454372,-123.0734201,BC
10th Ave,W 10th Ave,Local Street,,Active,Paved,Yes,,49.26148603665203,-123.0842884,BC
Kent,E Kent Ave South,Local Street,,Active,Paved,No,,49.20799161364128,-123.0902317,BC
Seaside Bypass,Ash,Painted Lanes,NB,Active,Paved,Yes,,49.26521562130079,-123.1174296,BC
Masumi Mitsui Greenway,W 59th Ave,Local Street,,Active,Paved,No,,49.21707158155495,-123.127471,BC
Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Paved,No,,49.23828943895218,-123.1550138,BC
Arbutus Greenway,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.26650653674496,-123.1473159,BC
Central Valley,Off Street,Protected Bike Lanes,OSS,Active,Paved,Yes,,49.25873296141983,-123.0464036,BC
Ridgeway,E 45th Ave,Local Street,,Active,Paved,No,,49.22925826191351,-123.0317002,BC
Balaclava,Carnarvon,Local Street,,Active,Paved,No,,49.23450124099397,-123.1730474,BC
King Edward,W King Edward,Painted Lanes,NB,Active,Paved,Yes,,49.25151418763495,-123.1529271,BC
